day,mlbam_id,name,role,level,score_030,score_031,delta,rank_030,rank_031,class,continuity_floor_applied,arm_b_buckets
2026-07-27,692243,Jaden Woods,pitcher,AAA,12.45,8.18,-4.27,1028,1464,unintended,False,thin_current_sample_confidence
2026-07-27,805311,Nick Sando,pitcher,AAA,10.93,8.15,-2.78,1162,1465,unintended,False,thin_current_sample_confidence
2026-07-27,802407,Joe Lampe,hitter,AAA,0,8.14,8.14,2402,1466,unintended,False,moderate_thin_sample_confidence;upper_level_low_impact_hitter_model_sample
2026-07-27,696070,Kendry Rojas,pitcher,AAA,8.75,8.14,-0.61,1368,1468,unintended,False,thin_current_sample_confidence
2026-07-27,687282,Gabriel Rincones Jr.,hitter,AAA,14.26,8.12,-6.14,879,1469,unintended,False,thin_current_sample_confidence
2026-07-27,814388,Hayden Snelsire,pitcher,AAA,8.99,8.02,-0.97,1344,1478,unintended,False,thin_current_sample_confidence
2026-07-27,683494,Euribiel Angeles,hitter,AAA,2.55,7.96,5.41,2078,1481,unintended,False,moderate_thin_sample_confidence
2026-07-27,815653,Tyson Lewis,hitter,A+,7.2,7.94,0.74,1521,1483,unintended,False,
2026-07-27,685763,Jonatan Bernal,pitcher,AAA,3.74,7.79,4.05,1895,1505,unintended,False,moderate_thin_sample_confidence
2026-07-27,807974,Adrian Bohorquez,pitcher,A+,7.55,7.57,0.02,1489,1525,unintended,False,thin_current_sample_confidence
2026-07-27,832455,Matthew Fisher,pitcher,A,7.56,7.57,0.01,1487,1526,unintended,False,thin_current_sample_confidence
2026-07-27,694186,Shalin Polanco,hitter,AA,0,7.42,7.42,2487,1537,unintended,False,moderate_thin_sample_confidence
2026-07-27,806637,Jordan Woods,pitcher,A+,0,7.39,7.39,2725,1540,unintended,False,moderate_thin_sample_confidence
2026-07-27,824613,Cole Tolbert,pitcher,A,7.18,7.2,0.02,1522,1560,unintended,False,thin_current_sample_confidence
2026-07-27,806121,Mac Heuer,pitcher,A,7.1,7.11,0.01,1530,1568,unintended,False,thin_current_sample_confidence
2026-07-27,804556,Braden Nett,pitcher,AAA,7.01,7.03,0.02,1536,1571,unintended,False,thin_current_sample_confidence
2026-07-27,823242,Tanner Gresham,pitcher,A+,1.58,6.89,5.31,2150,1584,unintended,False,moderate_thin_sample_confidence
2026-07-27,814269,Kevin Verde,hitter,AA,10.78,6.87,-3.91,1179,1589,unintended,False,thin_current_sample_confidence
2026-07-27,701734,Ryan McCrystal,hitter,AA,2.06,6.85,4.79,2110,1594,unintended,False,moderate_thin_sample_confidence
2026-07-27,821023,Marlon De La Cruz,pitcher,A,6.84,6.82,-0.02,1559,1598,unintended,False,thin_current_sample_confidence
2026-07-27,691398,Yerlin Confidan,hitter,AA,0,6.81,6.81,2509,1599,unintended,False,
2026-07-27,806768,Giacomo Taschin,pitcher,A,6.84,6.81,-0.03,1558,1600,unintended,False,thin_current_sample_confidence
2026-07-27,806522,Irving Cota,pitcher,AA,8.6,6.77,-1.83,1383,1609,unintended,False,thin_current_sample_confidence
2026-07-27,805273,Frank Camarillo,pitcher,A+,3.87,6.74,2.87,1882,1611,unintended,False,moderate_thin_sample_confidence
2026-07-27,694991,Mitch Jebb,hitter,AAA,12.27,6.71,-5.56,1043,1613,unintended,False,thin_current_sample_confidence
2026-07-27,806441,Nehomar Ochoa Jr.,hitter,A+,4.99,6.63,1.64,1745,1624,unintended,False,moderate_thin_sample_confidence
2026-07-27,702576,Mason McGwire,pitcher,A+,4.99,6.54,1.55,1746,1633,unintended,False,moderate_thin_sample_confidence
2026-07-27,823295,Jay Thomason,hitter,AA,0,6.51,6.51,2398,1639,unintended,False,
2026-07-27,695556,Shane Panzini,pitcher,AAA,6.45,6.47,0.02,1605,1644,unintended,False,thin_current_sample_confidence
2026-07-27,804751,Logan Poteet,hitter,A+,0,6.44,6.44,2437,1646,unintended,False,
2026-07-27,820940,Eiver Mosquera,pitcher,A,6.42,6.4,-0.02,1607,1649,unintended,False,thin_current_sample_confidence
2026-07-27,702582,Dallas Macias,hitter,A+,0,6.31,6.31,2337,1655,unintended,False,
2026-07-27,805590,Dylan Palmer,hitter,A+,0,6.31,6.31,2352,1656,unintended,False,
2026-07-27,801367,Matt Jachec,pitcher,AAA,6.62,6.24,-0.38,1587,1663,unintended,False,thin_current_sample_confidence
2026-07-27,808291,Tyler Rodriguez,hitter,A+,3.58,6.22,2.64,1925,1665,unintended,False,moderate_thin_sample_confidence
2026-07-27,808547,Keyner Benitez,pitcher,A,6.2,6.17,-0.03,1627,1671,unintended,False,thin_current_sample_confidence
2026-07-27,801686,Michael Carico,hitter,A+,0,6.01,6.01,2454,1685,unintended,False,
2026-07-27,809633,Michael Dattalo,hitter,A+,2.2,6.0,3.8,2097,1688,unintended,False,moderate_thin_sample_confidence
2026-07-27,696277,Mason Marriott,pitcher,A+,0,5.94,5.94,2784,1693,intended,True,thin_current_sample_confidence
2026-07-27,693311,Tink Hence,pitcher,AAA,5.86,5.88,0.02,1651,1695,unintended,False,thin_current_sample_confidence
2026-07-27,812363,Marlon Nieves,pitcher,A,5.85,5.86,0.01,1652,1696,unintended,False,thin_current_sample_confidence
2026-07-27,806128,Antonio Jimenez,hitter,A+,0,5.79,5.79,2299,1699,unintended,False,moderate_thin_sample_confidence
2026-07-27,702526,Eric Snow,hitter,AA,3.04,5.66,2.62,2016,1712,unintended,False,moderate_thin_sample_confidence
2026-07-27,702495,Josh Tate,hitter,A+,0.14,5.5,5.36,2269,1731,unintended,False,
2026-07-27,811312,Justin Riemer,hitter,AA,0,5.44,5.44,2429,1739,unintended,False,moderate_thin_sample_confidence
2026-07-27,804946,Tyler Howard,hitter,A+,0,5.41,5.41,2495,1744,unintended,False,moderate_thin_sample_confidence
2026-07-27,692222,Jose Izarra,hitter,AA,0,5.35,5.35,2413,1748,unintended,False,
2026-07-27,689296,Anthony Nunez,pitcher,AAA,2.21,5.27,3.06,2096,1759,intended,True,thin_current_sample_confidence
2026-07-27,693781,Wilian Bormie,pitcher,AAA,9.69,5.24,-4.45,1279,1762,unintended,False,thin_current_sample_confidence
2026-07-27,701820,Jacob Friend,hitter,A+,4.67,5.23,0.56,1784,1763,unintended,False,moderate_thin_sample_confidence
2026-07-27,700357,Juan Rojas,pitcher,AA,9.76,5.18,-4.58,1273,1766,unintended,False,thin_current_sample_confidence
2026-07-27,814005,Jake Bloss,pitcher,AAA,11.13,5.16,-5.97,1144,1767,unintended,False,thin_current_sample_confidence
2026-07-27,694266,D'Andre Smith,hitter,AA,7.28,5.09,-2.19,1512,1771,unintended,False,thin_current_sample_confidence
2026-07-27,692226,Ty Floyd,pitcher,A+,5.06,5.04,-0.02,1734,1778,unintended,False,thin_current_sample_confidence
2026-07-27,694742,Josh Moylan,hitter,AA,0,4.87,4.87,2421,1800,unintended,False,
2026-07-27,805800,Zander Mueth,pitcher,A,4.81,4.82,0.01,1768,1807,unintended,False,thin_current_sample_confidence
2026-07-27,806083,J.D. Gonzalez,hitter,A+,0,4.8,4.8,2384,1809,unintended,False,moderate_thin_sample_confidence
2026-07-27,814522,Caden Kendle,hitter,AA,0,4.66,4.66,2319,1824,unintended,False,moderate_thin_sample_confidence
2026-07-27,835054,Cale Wetwiska,pitcher,A,4.62,4.59,-0.03,1790,1836,unintended,False,thin_current_sample_confidence
2026-07-27,813869,Ryan Degges,pitcher,A+,6.15,4.57,-1.58,1631,1841,unintended,False,thin_current_sample_confidence
2026-07-27,700845,Adam Zebrowski,hitter,AAA,0,4.54,4.54,2288,1845,unintended,False,moderate_thin_sample_confidence
2026-07-27,694181,Carlos Colmenarez,hitter,AAA,3.15,4.48,1.33,1998,1852,unintended,False,moderate_thin_sample_confidence
2026-07-27,690804,Ryan Nicholson,hitter,AAA,0,4.28,4.28,2482,1877,unintended,False,
2026-07-27,700179,Connor Oliver,pitcher,AA,2.46,4.26,1.8,2084,1883,unintended,False,moderate_thin_sample_confidence
2026-07-27,683103,Cade Doughty,hitter,AA,5.18,4.24,-0.94,1724,1885,unintended,False,thin_current_sample_confidence
2026-07-27,823817,Jake McCutcheon,hitter,A+,0,4.24,4.24,2392,1886,unintended,False,moderate_thin_sample_confidence
2026-07-27,827664,Silvano Hechavarria,pitcher,A+,0,4.24,4.24,2848,1888,unintended,False,moderate_thin_sample_confidence
2026-07-27,814366,Cade Feeney,pitcher,AAA,5.39,4.21,-1.18,1704,1891,unintended,False,thin_current_sample_confidence
2026-07-27,693243,Garrett Pennington,hitter,AA,0,4.19,4.19,2369,1892,unintended,False,
2026-07-27,809685,Aiven Cabral,pitcher,A+,0,4.07,4.07,2524,1904,unintended,False,moderate_thin_sample_confidence
2026-07-27,809784,Garrett Stratton,pitcher,AA,0,4.0,4.0,2649,1909,unintended,False,moderate_thin_sample_confidence
2026-07-27,671748,Casey Yamauchi,hitter,AAA,0,3.97,3.97,2327,1916,unintended,False,
2026-07-27,683353,Connor Caskenette,hitter,AA,0,3.83,3.83,2332,1931,unintended,False,moderate_thin_sample_confidence
2026-07-27,691947,Ronan Kopp,pitcher,AAA,3.78,3.79,0.01,1890,1935,unintended,False,thin_current_sample_confidence
2026-07-27,800348,Edwin Amparo,hitter,A+,0,3.75,3.75,2355,1939,unintended,False,
2026-07-27,703821,Myles Caba,pitcher,AA,6.56,3.73,-2.83,1590,1943,unintended,False,thin_current_sample_confidence
2026-07-27,702640,Tyler Gough,pitcher,A+,2.08,3.72,1.64,2107,1944,unintended,False,moderate_thin_sample_confidence
2026-07-27,683568,Jairo Iriarte,pitcher,AAA,3.31,3.69,0.38,1967,1947,unintended,False,moderate_thin_sample_confidence
2026-07-27,821061,Irwin Ramirez,pitcher,A,3.62,3.64,0.02,1918,1960,unintended,False,thin_current_sample_confidence
2026-07-27,805865,Guy Lipscomb,hitter,AA,3.62,3.61,-0.01,1915,1968,unintended,False,thin_current_sample_confidence
2026-07-27,699228,Jakey Josepha,hitter,AA,0,3.55,3.55,2395,1975,unintended,False,
2026-07-27,686981,Brenden Dixon,hitter,AA,3.48,3.46,-0.02,1940,1983,unintended,False,thin_current_sample_confidence
2026-07-27,701136,Kerrington Cross,hitter,A+,0,3.46,3.46,2430,1984,unintended,False,
2026-07-27,805517,Jackson Steensma,pitcher,A,3.42,3.4,-0.02,1949,1992,unintended,False,thin_current_sample_confidence
2026-07-27,701404,Fisher Jameson,pitcher,AAA,0,3.33,3.33,2640,2002,unintended,False,moderate_thin_sample_confidence
2026-07-27,814343,Danny Flatt,pitcher,A,3.3,3.31,0.01,1970,2009,unintended,False,thin_current_sample_confidence
2026-07-27,814194,Quinn McDaniel,hitter,AA,1.8,3.3,1.5,2130,2012,unintended,False,moderate_thin_sample_confidence
2026-07-27,696098,Jose Romero,pitcher,A+,0,3.27,3.27,2734,2018,intended,True,thin_current_sample_confidence
2026-07-27,696040,Po-Yu Chen,pitcher,AA,3.21,3.23,0.02,1990,2028,unintended,False,thin_current_sample_confidence
2026-07-27,692285,Luis Guerrero,pitcher,AAA,3.22,3.21,-0.01,1987,2032,unintended,False,thin_current_sample_confidence
2026-07-27,701860,Carter Cunningham,hitter,AA,0,3.19,3.19,2326,2035,unintended,False,
2026-07-27,802192,Daniel Corniel,pitcher,A+,3.16,3.14,-0.02,1996,2044,unintended,False,thin_current_sample_confidence
2026-07-27,683104,Trey Faltine,hitter,AAA,4.27,2.96,-1.31,1839,2069,unintended,False,thin_current_sample_confidence
2026-07-27,690053,Chris Sargent,hitter,AA,2.93,2.95,0.02,2035,2071,unintended,False,thin_current_sample_confidence
2026-07-27,688883,Peyton Pallette,pitcher,AAA,2.92,2.93,0.01,2037,2077,unintended,False,thin_current_sample_confidence
2026-07-27,800544,Cesar Lares,pitcher,A+,2.82,2.84,0.02,2051,2086,unintended,False,thin_current_sample_confidence
2026-07-27,807697,Jervis Alfaro,pitcher,A+,1.61,2.83,1.22,2146,2091,unintended,False,moderate_thin_sample_confidence
2026-07-27,833381,Jack Moroknek,hitter,A+,0,2.79,2.79,2386,2093,unintended,False,moderate_thin_sample_confidence
2026-07-27,809231,Tom Poole,hitter,A+,0,2.76,2.76,2491,2095,unintended,False,moderate_thin_sample_confidence
2026-07-27,695605,Travis Smith,pitcher,AA,0,2.73,2.73,2863,2097,unintended,False,moderate_thin_sample_confidence
2026-07-27,804466,Carter Garate,hitter,AAA,3.05,2.7,-0.35,2015,2102,unintended,False,thin_current_sample_confidence
2026-07-27,824742,Logan Braunschweig,hitter,AA,1.2,2.61,1.41,2176,2116,unintended,False,moderate_thin_sample_confidence
2026-07-27,693832,Tre Richardson III,hitter,AA,0.86,2.6,1.74,2208,2117,unintended,False,moderate_thin_sample_confidence
2026-07-27,701862,Jacob Walsh,hitter,A+,1.02,2.53,1.51,2185,2123,unintended,False,moderate_thin_sample_confidence
2026-07-27,682999,Will Childers,pitcher,AAA,3.99,2.53,-1.46,1867,2124,unintended,False,thin_current_sample_confidence
2026-07-27,687195,Jake Garland,pitcher,AAA,5.55,2.28,-3.27,1684,2135,unintended,False,thin_current_sample_confidence
2026-07-27,807187,Mathias LaCombe,pitcher,AA,3.62,2.28,-1.34,1919,2136,unintended,False,thin_current_sample_confidence
2026-07-27,679754,Alberto Rodriguez,hitter,AA,2.29,2.27,-0.02,2090,2138,unintended,False,thin_current_sample_confidence
2026-07-27,805879,Connor Foley,pitcher,A,2.18,2.16,-0.02,2100,2144,unintended,False,thin_current_sample_confidence
2026-07-27,681495,Cade Fergus,hitter,AAA,5.61,1.99,-3.62,1679,2160,unintended,False,thin_current_sample_confidence
2026-07-27,702631,Adonys Guzman,hitter,A+,0,1.93,1.93,2289,2163,unintended,False,moderate_thin_sample_confidence
2026-07-27,702563,Mason Neville,hitter,A+,0,1.91,1.91,2451,2165,unintended,False,moderate_thin_sample_confidence
2026-07-27,685719,Fernando Sanchez,pitcher,AAA,7.89,1.66,-6.23,1449,2185,unintended,False,thin_current_sample_confidence
2026-07-27,801039,John Garcia,hitter,AA,0,1.63,1.63,2405,2188,unintended,False,moderate_thin_sample_confidence
2026-07-27,811573,Myles Patton,pitcher,A,1.59,1.58,-0.01,2149,2192,unintended,False,thin_current_sample_confidence
2026-07-27,822877,Luke Cantwell,hitter,A+,0,1.48,1.48,2444,2196,unintended,False,moderate_thin_sample_confidence
2026-07-27,691942,Jack O'Dowd,hitter,AA,0,1.47,1.47,2387,2198,unintended,False,moderate_thin_sample_confidence
2026-07-27,694399,Elijah Nunez,hitter,AA,0,1.39,1.39,2356,2206,unintended,False,moderate_thin_sample_confidence
2026-07-27,695046,Drew Brutcher,hitter,AA,0,1.21,1.21,2350,2220,unintended,False,moderate_thin_sample_confidence
2026-07-27,687268,K.C. Hunt,pitcher,AAA,4.11,1.19,-2.92,1856,2224,unintended,False,thin_current_sample_confidence
2026-07-27,703198,Kenni Gomez,hitter,AA,1.87,0.79,-1.08,2122,2257,unintended,False,thin_current_sample_confidence
2026-07-27,680846,Pablo Aliendo,hitter,AA,0.59,0.61,0.02,2232,2272,unintended,False,thin_current_sample_confidence
2026-07-27,700784,Jeron Williams,hitter,AA,0.56,0.59,0.03,2235,2277,unintended,False,thin_current_sample_confidence
2026-07-27,827637,Dalton McIntyre,hitter,AA,0,0.49,0.49,2338,2281,unintended,False,moderate_thin_sample_confidence
2026-07-27,806927,Luis De La Cruz,pitcher,A+,0,0.47,0.47,2768,2283,unintended,False,moderate_thin_sample_confidence
2026-07-27,811229,Ubert Mejias,pitcher,A+,0,0.46,0.46,2876,2285,unintended,False,moderate_thin_sample_confidence
2026-07-27,683061,Alexander Vargas,hitter,AA,0.38,0.4,0.02,2243,2287,unintended,False,thin_current_sample_confidence
2026-07-27,806998,Hendry Chivilli,pitcher,A,0.42,0.39,-0.03,2241,2288,unintended,False,thin_current_sample_confidence
2026-07-27,822163,Kellan Oakes,pitcher,A+,0,0.34,0.34,2754,2294,unintended,False,moderate_thin_sample_confidence
2026-07-27,696020,Raudelis Martinez,hitter,AA,0.24,0.25,0.01,2256,2297,unintended,False,thin_current_sample_confidence
2026-07-27,821092,Dalvinson Reyes,pitcher,A,0.25,0.22,-0.03,2253,2305,unintended,False,thin_current_sample_confidence
2026-07-27,808333,Dariel Francia,pitcher,A,0.18,0.2,0.02,2263,2307,unintended,False,thin_current_sample_confidence
2026-07-27,808864,Raider Tello,hitter,AA,0,0.18,0.18,2472,2309,unintended,False,moderate_thin_sample_confidence
2026-07-27,692589,Victor Juarez,pitcher,AAA,6.71,0.03,-6.68,1574,2329,unintended,False,thin_current_sample_confidence
2026-07-27,692366,Onil Perez,hitter,AA,2.57,0.02,-2.55,2075,2330,unintended,False,thin_current_sample_confidence
2026-07-27,699305,Diego Mosquera,hitter,AA,2.56,0,-2.56,2077,2384,unintended,False,thin_current_sample_confidence
2026-07-27,687248,Keshawn Ogans,hitter,AAA,3.45,0,-3.45,1943,2447,unintended,False,thin_current_sample_confidence
2026-07-27,694204,Maikol Hernández,hitter,AAA,0.17,0,-0.17,2266,2462,unintended,False,thin_current_sample_confidence
2026-07-27,815152,Theo Hardy,hitter,AAA,0.27,0,-0.27,2250,2501,unintended,False,thin_current_sample_confidence
2026-07-27,815084,Ben Simon,pitcher,AAA,5.09,0,-5.09,1729,2558,unintended,False,thin_current_sample_confidence
2026-07-27,682981,Derek Diamond,pitcher,AAA,3.28,0,-3.28,1975,2617,unintended,False,thin_current_sample_confidence
2026-07-27,828506,Joey Danielson,pitcher,AA,0.49,0,-0.49,2238,2727,unintended,False,thin_current_sample_confidence
2026-07-27,681328,Jonny Cuevas,pitcher,AAA,2.83,0,-2.83,2050,2731,unintended,False,thin_current_sample_confidence
2026-07-27,687881,Kenten Egbert,pitcher,AAA,0.71,0,-0.71,2219,2761,unintended,False,thin_current_sample_confidence
2026-07-28,816113,Eli Willits,hitter,A+,67.97,68.3,0.33,2,2,unintended,False,
2026-07-28,703155,Lazaro Montes,hitter,AAA,40.76,41.85,1.09,41,38,unintended,False,
2026-07-28,815394,Theo Gillen,hitter,AA,39.46,40.16,0.7,48,44,unintended,False,
2026-07-28,703596,Karson Milbrandt,pitcher,AAA,31.56,34.86,3.3,103,60,unintended,False,moderate_thin_sample_confidence
2026-07-28,815785,Braylon Doughty,pitcher,AA,33.86,34.55,0.69,66,62,unintended,False,
2026-07-28,815352,Caleb Bonemer,hitter,AA,33.35,33.95,0.6,75,68,unintended,False,
2026-07-28,803849,Devin Fitz-Gerald,hitter,AA,30.48,33.76,3.28,115,69,unintended,False,
2026-07-28,694211,Manuel Pena,hitter,AAA,28.33,33.32,4.99,160,79,unintended,False,
2026-07-28,800611,Noble Meyer,pitcher,A,26.2,33.22,7.02,225,83,intended,True,thin_current_sample_confidence
2026-07-28,815792,Chase Harlan,hitter,A+,31.68,32.44,0.76,101,95,unintended,False,
2026-07-28,814409,Seaver King,hitter,AAA,31.83,31.93,0.1,99,103,unintended,False,
2026-07-28,695667,Ben Kudrna,pitcher,AAA,14.55,31.22,16.67,853,111,intended,True,thin_current_sample_confidence
2026-07-28,815304,Josh Adamczewski,hitter,AA,26.13,31.15,5.02,226,113,unintended,False,
2026-07-28,816111,Tate Southisene,hitter,A+,30.65,30.88,0.23,112,114,unintended,False,
2026-07-28,809100,Ixan Henderson,pitcher,A,19.26,30.83,11.57,529,116,intended,True,thin_current_sample_confidence
2026-07-28,700164,Bryant Betancourt,hitter,AAA,15.82,29.24,13.42,769,147,unintended,False,
2026-07-28,802126,Joe Whitman,pitcher,AAA,27.98,28.87,0.89,166,155,unintended,False,
2026-07-28,703197,Michael Arroyo,hitter,AAA,17.66,28.53,10.87,641,163,unintended,False,
2026-07-28,702484,Jackson Cox,pitcher,AA,26.84,28.35,1.51,205,168,unintended,False,
2026-07-28,806957,Alfredo Duno,hitter,AA,16.64,28.25,11.61,705,170,unintended,False,
2026-07-28,805207,Caden Bodine,hitter,AA,26.33,26.74,0.41,218,214,unintended,False,
2026-07-28,815873,Sean Keys,hitter,AAA,17.64,26.36,8.72,643,226,unintended,False,
2026-07-28,682982,Daniel Espino,pitcher,AAA,26.28,26.3,0.02,220,228,unintended,False,thin_current_sample_confidence
2026-07-28,694370,Levi Wells,pitcher,AAA,25.82,25.84,0.02,242,247,unintended,False,thin_current_sample_confidence
2026-07-28,702650,Michael Forret,pitcher,AAA,22.89,25.8,2.91,339,249,unintended,False,
2026-07-28,815929,Jhonny Level,hitter,A+,24.89,25.52,0.63,265,257,unintended,False,
2026-07-28,803833,Garrett Baumann,pitcher,AAA,21.32,25.39,4.07,415,261,unintended,False,
2026-07-28,800537,Christian Zazueta,pitcher,AA,19.97,25.33,5.36,484,262,unintended,False,moderate_thin_sample_confidence
2026-07-28,830402,Kendry Chourio,pitcher,A+,20.07,25.24,5.17,476,266,unintended,False,moderate_thin_sample_confidence
2026-07-28,814351,Lucas Braun,pitcher,AAA,23.29,25.2,1.91,319,268,unintended,False,
2026-07-28,702652,Andrew Fischer,hitter,AA,24.45,24.9,0.45,280,276,unintended,False,
2026-07-28,691641,Jose Acuna,pitcher,AAA,18.29,24.57,6.28,594,290,unintended,False,
2026-07-28,701339,Marek Houston,hitter,AA,23.57,24.14,0.57,308,304,unintended,False,
2026-07-28,800540,Hector Osorio,hitter,A+,21.02,24.12,3.1,428,306,unintended,False,
2026-07-28,702619,Luke Hill,hitter,AA,14.95,23.59,8.64,821,320,unintended,False,moderate_thin_sample_confidence
2026-07-28,683363,Matt Wilkinson,pitcher,AAA,19.17,23.41,4.24,536,327,unintended,False,moderate_thin_sample_confidence
2026-07-28,691024,Cayden Wallace,hitter,AAA,13.28,23.32,10.04,962,330,unintended,False,
2026-07-28,809733,Connor Wietgrefe,pitcher,AAA,20.75,23.22,2.47,440,336,unintended,False,
2026-07-28,808087,Junior Sanchez,pitcher,AA,21.15,23.03,1.88,425,347,unintended,False,moderate_thin_sample_confidence
2026-07-28,815617,Kayson Cunningham,hitter,A+,22.73,23.02,0.29,346,348,unintended,False,
2026-07-28,694753,Khristian Curtis,pitcher,AAA,18.13,22.77,4.64,604,360,unintended,False,
2026-07-28,691828,Sem Robberse,pitcher,A,22.34,22.76,0.42,368,361,intended,True,thin_current_sample_confidence
2026-07-28,815626,Ethan Bagwell,pitcher,A+,13.08,22.75,9.67,981,362,unintended,False,
2026-07-28,691021,A.J. Vukovich,hitter,AAA,22.58,22.59,0.01,359,375,unintended,False,thin_current_sample_confidence
2026-07-28,826315,Cole Hertzler,pitcher,AA,15.18,22.52,7.34,806,380,unintended,False,moderate_thin_sample_confidence
2026-07-28,700731,Keiner Delgado,hitter,AAA,11.48,22.45,10.97,1110,381,unintended,False,
2026-07-28,800176,Carlos Sanchez,hitter,AA,12.57,22.42,9.85,1017,382,unintended,False,
2026-07-28,808129,Juan Flores,hitter,AA,12.82,22.37,9.55,999,387,unintended,False,moderate_thin_sample_confidence
2026-07-28,806258,Thomas White,pitcher,AAA,24.67,22.09,-2.58,274,401,unintended,False,thin_current_sample_confidence
2026-07-28,699115,Carlos Jorge,hitter,AAA,11.78,22.03,10.25,1088,406,unintended,False,
2026-07-28,808365,Dameury Pena,hitter,A+,12.23,21.59,9.36,1048,427,unintended,False,
2026-07-28,692150,Émilien Pitre,hitter,AA,20.93,21.29,0.36,433,439,unintended,False,
2026-07-28,800305,Jesús  Báez,hitter,AA,13.67,21.24,7.57,929,442,unintended,False,
2026-07-28,699151,Jedixson Paez,pitcher,AA,21.17,21.19,0.02,423,445,unintended,False,thin_current_sample_confidence
2026-07-28,827719,Jake Munroe,hitter,AA,14.32,20.99,6.67,873,452,unintended,False,
2026-07-28,696143,Anthony Solometo,pitcher,AA,9.66,20.51,10.85,1285,473,intended,True,thin_current_sample_confidence
2026-07-28,701178,Rafe Schlesinger,pitcher,AA,18.94,20.49,1.55,546,474,unintended,False,moderate_thin_sample_confidence
2026-07-28,813536,Juan Valera,pitcher,A+,19.26,20.34,1.08,530,482,intended,True,thin_current_sample_confidence
2026-07-28,694860,Jake Brooks,pitcher,AAA,14.17,20.32,6.15,889,484,unintended,False,
2026-07-28,807720,Garret Forrester,hitter,AAA,23.39,20.31,-3.08,315,485,unintended,False,thin_current_sample_confidence
2026-07-28,703615,Jose Cabrera,pitcher,AAA,13.81,20.3,6.49,918,486,unintended,False,moderate_thin_sample_confidence
2026-07-28,703610,Justin Lamkin,pitcher,AA,22.72,20.28,-2.44,348,489,unintended,False,thin_current_sample_confidence
2026-07-28,814430,Brett Callahan,hitter,AAA,11.59,20.16,8.57,1101,496,unintended,False,
2026-07-28,820832,Blake Aita,pitcher,AA,8.7,20.04,11.34,1371,503,unintended,False,
2026-07-28,828824,Josiah Ragsdale,hitter,AA,10.87,20.01,9.14,1167,506,unintended,False,
2026-07-28,702270,Malcolm Moore,hitter,AA,19.41,19.89,0.48,518,517,unintended,False,
2026-07-28,825576,Brandt Thompson,pitcher,AAA,12.81,19.86,7.05,1000,520,unintended,False,moderate_thin_sample_confidence
2026-07-28,807267,JD Dix,hitter,A+,19.4,19.83,0.43,520,522,unintended,False,
2026-07-28,689818,David Sandlin,pitcher,AAA,20.18,19.54,-0.64,469,543,unintended,False,thin_current_sample_confidence
2026-07-28,803385,Jay Harry,hitter,AAA,15.84,19.27,3.43,766,554,unintended,False,moderate_thin_sample_confidence
2026-07-28,804249,Tate Kuehner,pitcher,AAA,19.28,19.27,-0.01,526,555,unintended,False,thin_current_sample_confidence
2026-07-28,806263,Brandon Winokur,hitter,AA,14.14,19.06,4.92,890,569,unintended,False,
2026-07-28,805127,Devin Taylor,hitter,AA,18.81,19.05,0.24,556,571,unintended,False,
2026-07-28,701780,Tanner McDougal,pitcher,AAA,19.37,18.77,-0.6,523,585,unintended,False,thin_current_sample_confidence
2026-07-28,807716,Ty Langenberg,pitcher,AAA,16.96,18.57,1.61,683,603,unintended,False,moderate_thin_sample_confidence
2026-07-28,800125,Fernando Perez,pitcher,AA,16.71,18.43,1.72,698,614,intended,True,thin_current_sample_confidence
2026-07-28,701750,Bennett Thompson,hitter,AA,7.06,18.22,11.16,1531,625,unintended,False,
2026-07-28,678142,Cedric De Grandpre,pitcher,AAA,14.82,18.07,3.25,831,637,unintended,False,
2026-07-28,691414,Yorman Gómez,pitcher,AAA,17.98,17.95,-0.03,619,652,unintended,False,thin_current_sample_confidence
2026-07-28,834978,Danny Thompson Jr.,pitcher,AA,12.94,17.92,4.98,994,656,unintended,False,moderate_thin_sample_confidence
2026-07-28,809844,Kien Vu,hitter,AA,6.9,17.82,10.92,1548,661,unintended,False,
2026-07-28,824600,Riley Maddox,pitcher,AA,5.79,17.64,11.85,1657,669,unintended,False,
2026-07-28,703680,Brandon Compton,hitter,AA,16.69,17.58,0.89,699,672,unintended,False,
2026-07-28,682769,Eiberson Castellano,pitcher,AAA,13.97,17.58,3.61,901,673,unintended,False,
2026-07-28,701337,Ethan Petry,hitter,AA,17.21,17.56,0.35,671,674,unintended,False,
2026-07-28,701836,Kyle Robinson,pitcher,AA,6.31,17.48,11.17,1616,679,unintended,False,
2026-07-28,701679,Brody Brecht,pitcher,A+,17.45,17.46,0.01,654,683,unintended,False,thin_current_sample_confidence
2026-07-28,809840,Micah Ashman,pitcher,AA,17.5,17.25,-0.25,650,698,unintended,False,thin_current_sample_confidence
2026-07-28,805790,Cody Bowker,pitcher,A+,11.18,17.2,6.02,1136,700,unintended,False,moderate_thin_sample_confidence
2026-07-28,805942,Zach Royse,pitcher,A+,12.0,17.06,5.06,1066,706,unintended,False,
2026-07-28,828599,Lucas Spence,hitter,AAA,5.33,17.05,11.72,1708,708,unintended,False,
2026-07-28,807485,Davian Garcia,pitcher,AA,17.01,16.98,-0.03,679,712,unintended,False,thin_current_sample_confidence
2026-07-28,813715,Khadim Diaw,hitter,AA,11.48,16.81,5.33,1111,720,unintended,False,
